cpu_load,ram_usage,cpu_temp,disk_speed,disk_fill,network_bandwidth,process_count,service_state,state
10.79,4.16,66.67,68.89,31.03,8070.54,43.0,Все работают,Хорошее
53.89,37.25,63.27,571.79,79.07,2035.29,141.0,Все работают,Хорошее
5.13,34.14,20.77,87.0,40.89,3816.54,38.0,Все работают,Оптимальное
37.28,43.0,71.06,74.2,70.59,8088.35,153.0,Все работают,Хорошее
80.42,79.74,106.7,9.71,2.73,8104.57,97.0,Все работают,Критическое с риском отказа
5.47,50.36,58.74,399.44,82.61,8503.98,62.0,Все работают,Хорошее
16.21,33.05,40.73,735.01,0.67,58.86,83.0,Все работают,Оптимальное
86.75,17.31,78.7,66.45,42.75,9143.02,134.0,Все работают,Критическое
23.05,66.43,23.99,62.39,66.75,8455.42,123.0,Все работают,Хорошее
48.68,87.68,113.43,37.61,95.82,8035.45,73.0,Критический сервис остановлен,Критическое с риском отказа
8.86,17.68,23.04,563.51,64.47,7005.36,42.0,Все работают,Оптимальное
16.37,0.67,57.8,37.49,95.34,8215.66,446.0,Все работают,Критическое
9.17,15.87,48.93,978.41,20.71,813.79,37.0,Все работают,Оптимальное
43.38,53.96,52.32,737.57,80.94,3859.5,108.0,Все работают,Хорошее
13.61,0.93,28.93,472.32,2.89,7167.83,85.0,Все работают,Оптимальное
16.22,32.9,29.61,188.13,49.62,1477.89,65.0,Все работают,Оптимальное
12.61,37.42,26.14,187.42,10.93,3530.46,85.0,Все работают,Оптимальное
54.65,63.27,24.13,435.05,6.38,8183.59,141.0,Все работают,Хорошее
7.22,11.39,33.24,795.35,66.78,538.51,93.0,Все работают,Оптимальное
20.02,98.34,98.79,6.86,32.95,8175.44,56.0,Некоторые остановлены,Критическое с риском отказа
10.38,2.55,41.37,653.64,22.04,3493.6,36.0,Все работают,Оптимальное
13.89,14.78,31.63,321.93,23.44,5746.1,70.0,Все работают,Оптимальное
4.77,42.48,62.51,155.68,70.48,8973.76,146.0,Все работают,Хорошее
6.87,5.1,32.48,653.79,41.13,3120.34,47.0,Все работают,Оптимальное
44.23,2.13,47.44,60.43,26.57,8573.67,106.0,Все работают,Хорошее
81.61,74.44,93.98,9.08,72.13,9796.69,88.0,Некоторые остановлены,Критическое с риском отказа
80.56,1.52,39.67,152.0,70.48,8715.08,284.0,Все работают,Критическое
11.15,8.23,20.8,779.32,16.79,7641.06,64.0,Все работают,Оптимальное
4.21,32.44,41.46,130.72,37.66,7083.59,83.0,Все работают,Оптимальное
4.48,37.68,40.68,579.98,8.93,165.9,37.0,Все работают,Оптимальное
56.93,62.08,83.15,12.78,26.17,9800.41,114.0,Некоторые остановлены,Критическое
9.52,22.88,48.99,552.47,56.02,6855.13,47.0,Все работают,Оптимальное
55.15,58.18,54.61,16.92,95.58,9488.61,194.0,Некоторые остановлены,Критическое
19.46,61.84,39.89,72.35,28.98,6305.66,39.0,Все работают,Хорошее
96.86,21.5,53.2,296.93,98.09,9575.86,225.0,Все работают,Критическое с риском отказа
55.07,65.93,71.58,824.14,81.53,8567.73,141.0,Все работают,Хорошее
53.37,37.93,32.74,128.95,70.23,8126.64,188.0,Все работают,Хорошее
18.25,52.94,63.42,61.9,90.35,1326.59,204.0,Все работают,Критическое
6.35,95.96,93.29,301.03,84.38,6776.65,161.0,Критический сервис остановлен,Критическое с риском отказа
86.13,10.74,77.89,64.12,76.93,8078.51,218.0,Все работают,Критическое
49.32,54.99,38.76,547.55,3.93,8963.79,70.0,Все работают,Хорошее
75.1,63.17,52.46,14.39,65.64,8665.3,340.0,Все работают,Критическое
20.03,20.26,63.73,68.48,51.79,8453.57,87.0,Все работают,Хорошее
62.0,45.78,28.84,13.32,71.19,7027.26,89.0,Некоторые остановлены,Критическое
50.86,55.16,65.27,62.09,57.39,6908.34,70.0,Все работают,Хорошее
9.65,7.93,35.05,989.41,8.41,5174.3,62.0,Все работают,Оптимальное
35.18,50.15,51.36,571.93,89.79,9253.96,249.0,Некоторые остановлены,Критическое
29.43,35.75,41.74,858.01,74.33,8582.95,94.0,Все работают,Хорошее
13.56,0.27,54.36,63.1,74.79,8473.73,97.0,Все работают,Хорошее
22.55,9.55,28.29,922.45,50.86,871.54,89.0,Все работают,Оптимальное
28.52,3.02,36.83,423.44,63.85,2476.55,67.0,Все работают,Оптимальное
36.68,13.9,36.04,54.07,80.25,5837.25,87.0,Все работают,Хорошее
57.61,51.13,86.06,64.71,80.38,9039.24,362.0,Все работают,Критическое
7.05,11.16,73.16,63.02,76.73,8644.78,151.0,Все работают,Хорошее
2.0,25.53,43.97,984.53,23.36,4947.98,95.0,Все работают,Оптимальное
47.95,16.7,30.37,73.19,78.44,8892.91,181.0,Все работают,Хорошее
38.79,64.86,56.4,74.91,7.31,7711.6,31.0,Все работают,Хорошее
26.71,33.89,60.6,702.76,8.31,2142.11,191.0,Все работают,Хорошее
5.17,43.14,57.83,434.01,16.65,7193.02,135.0,Все работают,Хорошее
28.75,14.57,43.81,60.47,72.9,8381.85,69.0,Все работают,Хорошее
6.26,33.89,49.48,416.62,32.27,4906.64,94.0,Все работают,Оптимальное
39.27,48.22,56.87,37.4,75.19,5349.22,39.0,Некоторые остановлены,Критическое
18.03,14.56,47.53,111.78,30.05,7727.78,90.0,Все работают,Оптимальное
1.46,34.35,64.16,832.78,74.77,6969.49,162.0,Все работают,Хорошее
59.36,20.43,72.1,8.71,63.8,9268.25,93.0,Критический сервис остановлен,Критическое с риском отказа
0.24,18.89,26.85,57.47,14.44,8352.22,191.0,Все работают,Хорошее
83.14,84.36,43.8,13.6,77.98,9077.52,348.0,Все работают,Критическое
41.26,40.12,66.1,54.25,63.43,1269.74,157.0,Все работают,Хорошее
7.54,50.27,48.24,60.42,18.07,8442.78,134.0,Все работают,Хорошее
11.6,30.23,37.37,354.99,19.44,4614.06,30.0,Все работают,Оптимальное
51.51,26.75,32.71,53.11,84.08,2406.04,115.0,Все работают,Хорошее
15.54,4.69,20.17,71.84,1.49,8593.97,34.0,Все работают,Хорошее
23.02,59.06,64.12,751.38,78.81,2521.18,51.0,Все работают,Хорошее
47.17,31.55,73.21,806.68,58.85,8550.95,182.0,Все работают,Хорошее
23.61,35.85,28.81,836.09,37.89,674.11,95.0,Все работают,Оптимальное
99.67,92.96,23.3,453.3,98.94,9613.67,48.0,Некоторые остановлены,Критическое с риском отказа
50.96,58.86,29.37,74.28,82.05,3514.54,105.0,Все работают,Хорошее
11.0,52.05,38.72,245.18,84.36,2564.27,131.0,Все работают,Хорошее
3.3,44.37,45.32,34.47,93.11,9325.24,260.0,Некоторые остановлены,Критическое
9.16,8.92,47.04,723.95,57.8,1984.13,53.0,Все работают,Оптимальное
28.96,26.64,35.02,139.85,24.24,4632.88,57.0,Все работают,Оптимальное
29.24,41.48,21.0,619.63,79.2,1505.65,80.0,Все работают,Хорошее
52.87,17.88,36.92,335.84,26.29,4601.79,179.0,Все работают,Хорошее
16.21,28.97,30.62,626.43,60.74,3081.73,61.0,Все работают,Оптимальное
97.69,95.04,103.52,116.63,77.36,9464.24,3.0,Все работают,Критическое с риском отказа
4.96,18.53,45.54,997.69,8.88,3477.89,62.0,Все работают,Оптимальное
32.77,48.95,69.94,52.63,73.81,7890.88,103.0,Все работают,Хорошее
5.1,33.13,27.38,810.62,32.02,5944.28,49.0,Все работают,Оптимальное
14.42,16.18,23.07,335.26,30.64,1789.91,95.0,Все работают,Оптимальное
52.92,45.14,58.95,52.55,82.89,8504.93,85.0,Все работают,Хорошее
27.61,26.86,26.07,127.41,60.36,2203.29,69.0,Все работают,Оптимальное
3.4,16.14,45.5,392.33,38.0,1902.02,44.0,Все работают,Оптимальное
58.54,51.35,41.56,228.1,77.0,6954.74,371.0,Все работают,Критическое
3.01,21.79,28.71,609.04,18.63,7062.22,78.0,Все работают,Оптимальное
14.57,9.13,40.76,393.52,14.57,7479.86,52.0,Все работают,Оптимальное
29.74,39.52,47.48,924.41,22.17,6015.67,37.0,Все работают,Оптимальное
63.77,88.19,47.61,13.01,42.88,7646.01,400.0,Все работают,Критическое
69.34,66.95,92.75,264.22,87.74,9135.46,493.0,Все работают,Критическое
8.04,30.92,30.71,810.8,14.93,4433.03,84.0,Все работают,Оптимальное
7.78,37.97,41.81,580.6,39.06,1707.86,67.0,Все работают,Оптимальное
75.76,89.46,82.53,70.99,86.53,8140.44,331.0,Все работают,Критическое
6.09,76.75,86.02,53.46,51.34,8263.93,371.0,Некоторые остановлены,Критическое
24.72,59.16,76.51,32.47,17.87,9160.9,375.0,Некоторые остановлены,Критическое
15.51,55.3,20.39,569.64,70.16,4075.47,187.0,Все работают,Хорошее
53.09,42.14,66.87,291.64,18.84,8868.5,190.0,Все работают,Хорошее
49.51,10.38,36.32,58.52,8.76,587.16,126.0,Все работают,Хорошее
26.28,22.15,49.92,219.41,50.22,6475.3,86.0,Все работают,Оптимальное
41.34,97.24,39.99,2.21,87.41,9591.22,41.0,Все работают,Критическое с риском отказа
4.85,27.38,41.87,475.17,4.31,7325.71,32.0,Все работают,Оптимальное
2.22,38.1,25.42,374.65,7.06,2537.69,66.0,Все работают,Оптимальное
43.88,31.27,43.8,76.29,2.18,8530.24,193.0,Все работают,Хорошее
28.46,33.16,20.54,536.87,62.73,423.55,86.0,Все работают,Оптимальное
15.23,68.15,45.93,591.64,79.49,8767.71,133.0,Все работают,Хорошее
20.94,44.01,33.68,446.13,74.62,8846.78,31.0,Все работают,Хорошее
57.11,89.18,78.46,74.64,71.54,8778.61,194.0,Все работают,Критическое
3.04,51.91,48.72,79.72,4.96,8430.28,138.0,Все работают,Хорошее
5.2,4.9,24.97,718.14,18.89,717.96,40.0,Все работают,Оптимальное
47.06,69.82,54.72,759.81,22.55,6846.73,165.0,Все работают,Хорошее
13.46,27.76,29.9,704.63,27.03,6591.15,81.0,Все работают,Оптимальное
97.75,44.47,68.0,5.09,98.42,8350.41,947.0,Все работают,Критическое с риском отказа
58.63,61.01,36.71,78.0,36.23,8659.02,113.0,Все работают,Хорошее
39.79,66.87,46.82,99.38,73.74,7664.03,52.0,Все работают,Хорошее
12.66,40.14,25.43,197.56,43.64,6556.76,49.0,Все работают,Хорошее
7.77,35.94,45.49,313.95,69.36,5486.11,52.0,Все работают,Оптимальное
2.43,89.15,53.67,671.72,80.74,9080.69,376.0,Некоторые остановлены,Критическое
34.63,34.93,95.05,77.26,92.97,8031.84,165.0,Все работают,Критическое
34.35,16.01,20.06,57.29,77.24,8581.56,111.0,Все работают,Хорошее
9.97,19.95,27.4,73.44,30.58,8379.82,89.0,Все работают,Хорошее
78.17,48.4,24.75,72.63,71.74,8897.96,106.0,Все работают,Критическое
63.37,49.99,61.49,57.43,62.29,8866.5,200.0,Некоторые остановлены,Критическое
96.28,0.73,74.6,70.24,39.2,965.27,912.0,Все работают,Критическое с риском отказа
78.51,31.09,25.71,56.17,51.5,7453.57,214.0,Все работают,Критическое
76.95,75.71,91.05,563.17,96.79,1685.32,219.0,Некоторые остановлены,Критическое
16.85,30.74,37.36,521.3,45.43,2180.53,45.0,Все работают,Оптимальное
13.21,13.37,20.44,563.39,35.22,6834.21,50.0,Все работают,Оптимальное
20.62,31.14,22.07,283.88,26.86,8542.14,156.0,Все работают,Хорошее
19.6,1.06,48.58,343.52,55.47,5525.34,42.0,Все работают,Оптимальное
16.95,62.56,58.14,46.56,86.11,255.67,476.0,Все работают,Критическое
36.1,84.67,104.16,59.53,99.25,1287.17,389.0,Некоторые остановлены,Критическое с риском отказа
58.42,61.27,28.48,77.67,90.92,7403.26,430.0,Некоторые остановлены,Критическое
3.62,24.37,33.58,371.78,38.12,4800.87,52.0,Все работают,Оптимальное
70.96,95.37,54.28,34.31,76.29,9290.61,8.0,Все работают,Критическое с риском отказа
26.57,2.33,25.59,540.31,20.41,3448.36,33.0,Все работают,Оптимальное
26.27,42.41,72.16,59.09,80.69,8563.36,71.0,Все работают,Хорошее
7.49,36.26,31.2,773.49,44.37,436.06,89.0,Все работают,Оптимальное
25.91,63.56,53.22,647.64,62.03,1349.94,186.0,Все работают,Хорошее
20.43,97.73,94.54,1.49,99.33,9563.54,663.0,Все работают,Критическое с риском отказа
12.79,24.86,38.27,271.93,43.21,3121.36,81.0,Все работают,Оптимальное
30.76,36.51,58.32,66.81,39.94,8537.74,104.0,Все работают,Хорошее
32.46,66.34,79.73,47.02,89.55,8963.59,184.0,Все работают,Критическое
18.19,17.5,46.4,380.47,52.89,5457.37,52.0,Все работают,Оптимальное
15.17,35.51,32.78,653.98,7.34,5151.43,53.0,Все работают,Оптимальное
39.54,67.71,59.92,66.56,37.82,8283.58,89.0,Все работают,Хорошее
10.92,18.16,44.5,438.56,57.56,7896.72,35.0,Все работают,Оптимальное
57.97,41.17,64.1,299.65,80.42,5805.49,41.0,Все работают,Хорошее
57.93,82.54,93.63,63.04,35.0,9916.12,32.0,Все работают,Критическое
0.59,88.69,71.23,65.24,95.35,8391.48,92.0,Все работают,Критическое
1.87,5.32,48.7,499.98,68.33,6914.44,78.0,Все работают,Оптимальное
3.28,35.31,33.16,363.83,20.72,4596.09,31.0,Все работают,Оптимальное
3.46,10.91,31.32,343.78,31.68,851.57,79.0,Все работают,Оптимальное
13.36,44.78,55.39,77.64,9.88,7395.27,141.0,Все работают,Хорошее
88.31,14.59,101.16,24.43,21.91,1094.6,100.0,Критический сервис остановлен,Критическое с риском отказа
28.27,38.25,21.02,640.05,5.66,4409.85,68.0,Все работают,Оптимальное
88.23,90.32,38.52,42.27,76.9,9347.19,127.0,Некоторые остановлены,Критическое
29.68,60.39,67.87,78.41,76.93,8054.38,161.0,Все работают,Хорошее
11.72,35.11,26.4,503.24,39.1,6100.77,73.0,Все работают,Оптимальное
73.66,99.48,51.78,4.24,88.24,5917.15,51.0,Все работают,Критическое с риском отказа
20.76,48.29,55.45,67.52,57.4,5575.01,81.0,Все работают,Хорошее
10.55,51.7,58.39,59.35,78.72,8341.28,48.0,Все работают,Хорошее
34.13,3.61,65.33,55.73,42.64,8689.05,58.0,Некоторые остановлены,Критическое
33.61,48.7,41.34,214.83,64.39,8204.08,180.0,Все работают,Хорошее
90.62,99.88,86.35,9.91,96.13,9345.3,10.0,Все работают,Критическое с риском отказа
87.59,85.94,32.25,53.43,21.93,9395.83,75.0,Все работают,Критическое
23.86,3.46,34.64,625.27,57.66,4056.1,81.0,Все работают,Оптимальное
19.17,16.15,38.3,307.03,61.34,4837.09,87.0,Все работают,Оптимальное
21.19,31.27,48.5,34.94,65.68,6455.29,95.0,Некоторые остановлены,Критическое
13.29,25.84,26.29,563.02,53.33,5215.59,74.0,Все работают,Оптимальное
3.28,38.9,28.77,962.24,13.52,2863.02,65.0,Все работают,Оптимальное
63.29,98.15,85.23,1.89,96.76,4422.47,47.0,Все работают,Критическое с риском отказа
79.99,78.23,54.42,742.19,93.92,4432.06,85.0,Все работают,Критическое
7.63,35.55,32.17,669.42,59.55,3327.07,55.0,Все работают,Оптимальное
13.33,7.41,49.5,713.27,8.79,4161.61,50.0,Все работают,Оптимальное
28.02,25.59,25.77,884.39,62.08,7038.25,47.0,Все работают,Оптимальное
61.01,59.02,91.54,78.97,15.83,9640.59,390.0,Все работают,Критическое
62.91,76.0,31.33,35.6,61.0,9730.74,177.0,Некоторые остановлены,Критическое
21.29,64.04,67.41,64.92,78.72,8541.62,43.0,Все работают,Хорошее
53.79,3.9,59.48,58.86,70.09,8666.87,63.0,Все работают,Хорошее
40.6,19.3,61.45,173.25,73.91,8164.27,68.0,Все работают,Хорошее
34.65,91.15,87.17,602.17,84.71,8083.76,129.0,Все работают,Критическое
17.44,14.87,44.22,959.24,42.92,6084.35,80.0,Все работают,Оптимальное
55.01,43.93,63.3,647.77,95.88,9393.89,242.0,Некоторые остановлены,Критическое
51.6,76.7,42.55,616.33,94.33,9656.64,91.0,Все работают,Критическое
26.82,48.9,45.04,69.49,78.39,2765.3,111.0,Все работают,Хорошее
1.1,21.68,27.79,448.32,45.66,63.04,86.0,Все работают,Оптимальное
54.76,99.86,91.77,1.5,82.78,9808.35,985.0,Критический сервис остановлен,Критическое с риском отказа
32.28,5.94,50.87,118.96,76.96,1113.9,191.0,Все работают,Хорошее
21.22,35.81,45.12,537.7,35.26,4549.74,45.0,Все работают,Оптимальное
12.15,17.39,63.85,79.39,77.9,8733.31,198.0,Все работают,Хорошее
49.24,5.04,43.54,68.97,84.76,4280.47,186.0,Все работают,Хорошее
16.14,18.24,40.71,849.8,22.86,3118.66,80.0,Все работают,Оптимальное
6.32,38.72,22.91,626.91,21.16,3987.1,52.0,Все работают,Оптимальное
18.89,3.23,38.57,295.62,52.09,7058.7,36.0,Все работают,Оптимальное
18.12,74.91,68.72,31.84,39.27,4390.53,311.0,Все работают,Критическое
82.42,2.81,82.1,13.06,83.33,8906.21,474.0,Все работают,Критическое
80.98,86.54,24.92,763.08,80.71,9644.25,38.0,Все работают,Критическое
34.44,49.0,116.02,6.25,86.61,9307.04,277.0,Некоторые остановлены,Критическое с риском отказа
32.76,56.47,68.72,277.93,5.71,3513.38,31.0,Все работают,Хорошее
87.86,36.01,49.49,60.45,73.05,6100.65,136.0,Некоторые остановлены,Критическое
98.34,98.45,114.04,1.25,11.91,9366.96,41.0,Некоторые остановлены,Критическое с риском отказа
10.32,1.89,23.47,857.37,22.4,7881.93,33.0,Все работают,Оптимальное
55.29,59.75,42.44,195.7,33.56,4471.24,116.0,Все работают,Хорошее
6.99,22.08,40.5,278.54,1.06,6602.97,55.0,Все работают,Оптимальное
52.25,66.92,35.23,57.92,74.67,8219.84,191.0,Все работают,Хорошее
73.58,58.79,79.9,330.45,63.03,9666.37,480.0,Все работают,Критическое
0.1,58.07,68.34,78.95,76.65,8238.21,56.0,Все работают,Хорошее
26.74,14.97,48.61,626.53,60.09,3169.63,77.0,Все работают,Оптимальное
21.91,23.58,56.86,835.93,44.19,4492.88,86.0,Все работают,Хорошее
2.86,59.52,45.91,53.05,82.26,9100.05,281.0,Все работают,Критическое
4.04,65.17,88.33,35.56,78.41,9012.78,690.0,Критический сервис остановлен,Критическое с риском отказа
78.85,98.54,57.77,618.58,90.04,7002.62,832.0,Все работают,Критическое с риском отказа
78.53,13.84,42.22,73.71,81.05,2315.6,339.0,Некоторые остановлены,Критическое
38.78,26.92,52.78,54.28,68.62,6327.66,41.0,Все работают,Хорошее
70.33,83.44,51.8,57.57,73.51,1706.2,143.0,Все работают,Критическое
15.85,93.11,80.82,67.44,77.36,976.32,144.0,Все работают,Критическое
6.44,2.1,35.76,522.94,42.67,3815.32,50.0,Все работают,Оптимальное
11.0,9.43,20.87,675.89,52.24,8253.16,58.0,Все работают,Хорошее
96.57,97.67,44.8,72.79,99.77,9969.59,57.0,Некоторые остановлены,Критическое с риском отказа
35.06,50.41,57.27,77.04,32.43,8994.55,62.0,Все работают,Хорошее
72.42,28.11,77.66,30.5,19.47,9275.15,174.0,Некоторые остановлены,Критическое
94.29,54.25,57.21,72.67,71.68,3153.11,37.0,Все работают,Критическое с риском отказа
35.15,44.48,25.31,78.28,77.16,8395.81,141.0,Все работают,Хорошее
35.01,63.42,28.0,58.39,15.33,8163.83,67.0,Все работают,Хорошее
28.64,29.38,26.26,459.39,13.05,5615.41,87.0,Все работают,Оптимальное
44.37,30.72,72.3,67.66,92.78,9137.64,134.0,Все работают,Критическое
66.62,23.58,41.26,28.96,79.96,8221.0,43.0,Некоторые остановлены,Критическое
41.49,53.13,73.22,56.37,77.85,4961.74,158.0,Все работают,Хорошее
71.64,67.23,88.62,32.78,88.02,8452.93,318.0,Некоторые остановлены,Критическое
7.16,31.62,59.19,69.53,80.64,8780.83,38.0,Все работают,Хорошее
54.32,99.93,102.47,62.43,29.85,4418.15,33.0,Критический сервис остановлен,Критическое с риском отказа
25.23,38.9,29.77,596.6,69.5,7788.12,57.0,Все работают,Оптимальное
0.76,74.68,97.25,452.8,76.72,8444.24,107.0,Некоторые остановлены,Критическое
4.63,10.72,44.19,739.49,7.75,5613.27,92.0,Все работают,Оптимальное
87.74,54.1,51.31,102.9,21.56,4093.01,73.0,Все работают,Критическое
29.77,7.44,42.22,412.16,40.39,7072.21,63.0,Все работают,Оптимальное
23.29,28.66,29.1,842.25,10.33,2965.91,37.0,Все работают,Оптимальное
3.03,20.41,33.58,461.38,15.61,478.99,93.0,Все работают,Оптимальное
16.21,28.41,36.17,630.89,55.72,2690.76,72.0,Все работают,Оптимальное
19.24,22.73,26.09,312.56,17.93,5223.58,68.0,Все работают,Оптимальное
27.95,14.57,79.35,47.55,77.86,9298.37,38.0,Все работают,Критическое
55.74,45.07,67.71,60.0,76.85,1420.21,276.0,Все работают,Критическое
54.31,53.87,55.71,115.96,77.81,8855.84,56.0,Все работают,Хорошее
33.51,7.76,44.12,77.33,42.93,4723.71,58.0,Все работают,Хорошее
96.68,25.93,109.92,11.4,72.82,8123.49,426.0,Все работают,Критическое с риском отказа
3.58,18.91,49.09,829.97,68.37,4239.19,82.0,Все работают,Оптимальное
1.07,75.3,96.42,74.28,79.2,2145.41,48.0,Некоторые остановлены,Критическое
18.8,24.8,40.67,967.79,22.62,3095.9,60.0,Все работают,Оптимальное
41.87,23.19,37.88,705.2,71.58,7318.11,163.0,Все работают,Хорошее
30.6,46.2,61.22,66.93,16.38,8705.28,43.0,Все работают,Хорошее
15.6,49.11,25.18,55.32,47.02,5955.31,183.0,Все работают,Хорошее
20.32,40.55,84.72,45.2,73.7,9484.6,318.0,Все работают,Критическое
60.31,45.16,81.08,50.27,86.33,4446.06,992.0,Все работают,Критическое с риском отказа
10.94,3.39,27.16,573.25,32.01,2347.68,60.0,Все работают,Оптимальное
15.22,3.42,48.39,775.68,7.91,6272.18,59.0,Все работают,Оптимальное
62.67,77.0,62.7,19.51,79.36,9851.6,429.0,Некоторые остановлены,Критическое
4.71,25.97,26.92,932.43,47.96,160.74,87.0,Все работают,Оптимальное
19.99,3.34,25.99,223.65,12.98,1353.81,90.0,Все работают,Оптимальное
4.41,5.86,31.26,881.19,17.95,213.11,50.0,Все работают,Оптимальное
23.26,65.21,109.24,3.76,77.09,8305.13,121.0,Критический сервис остановлен,Критическое с риском отказа
19.21,73.34,85.67,337.22,90.83,9658.72,498.0,Все работают,Критическое
10.41,61.7,63.98,54.3,77.81,6806.38,109.0,Все работают,Хорошее
56.78,1.02,83.87,71.88,99.76,8766.26,83.0,Критический сервис остановлен,Критическое с риском отказа
35.79,69.77,115.37,827.42,93.96,2356.99,5.0,Все работают,Критическое с риском отказа
40.78,61.24,53.45,861.76,57.94,5861.4,101.0,Все работают,Хорошее
47.38,39.78,54.08,51.68,28.82,8970.89,98.0,Все работают,Хорошее
25.81,22.08,40.27,818.91,16.89,7588.28,69.0,Все работают,Оптимальное
6.98,37.7,44.37,753.3,7.63,3191.59,30.0,Все работают,Оптимальное
55.48,62.87,86.78,37.04,96.09,9749.0,102.0,Все работают,Критическое
13.69,99.72,100.25,3.95,86.37,8652.4,784.0,Некоторые остановлены,Критическое с риском отказа
84.8,26.71,77.66,63.99,97.98,9197.01,375.0,Некоторые остановлены,Критическое
75.88,42.52,78.13,44.27,73.23,5689.73,455.0,Некоторые остановлены,Критическое
95.23,97.92,119.7,5.33,24.95,311.69,10.0,Критический сервис остановлен,Критическое с риском отказа
24.1,68.52,51.46,188.47,96.52,9433.3,161.0,Все работают,Критическое
24.29,36.9,51.63,41.87,13.54,9754.37,85.0,Все работают,Критическое
28.95,28.97,22.19,710.89,61.49,3092.98,74.0,Все работают,Оптимальное
16.46,1.26,34.08,649.07,60.36,6154.1,91.0,Все работают,Оптимальное
49.16,8.44,50.03,75.44,85.88,8280.58,413.0,Некоторые остановлены,Критическое
83.98,73.54,34.5,117.46,77.61,8603.87,249.0,Все работают,Критическое
23.96,45.01,36.3,208.22,49.64,8873.51,177.0,Все работают,Хорошее
11.9,27.85,74.77,77.76,74.67,6581.59,149.0,Все работают,Хорошее
17.51,0.4,22.46,203.85,23.78,1200.31,72.0,Все работают,Оптимальное
8.12,26.62,65.02,68.02,18.97,7670.64,198.0,Все работают,Хорошее
26.32,66.07,54.64,549.78,80.49,8054.61,120.0,Все работают,Хорошее
30.82,67.79,37.21,203.53,82.4,8065.87,74.0,Все работают,Хорошее
21.25,14.0,43.4,131.02,7.97,4210.24,73.0,Все работают,Оптимальное
4.65,18.57,30.91,67.41,70.39,6736.56,63.0,Все работают,Хорошее
4.3,19.2,68.1,0.92,99.63,1159.6,219.0,Критический сервис остановлен,Критическое с риском отказа
0.4,65.03,29.12,850.25,59.03,8989.28,59.0,Все работают,Хорошее
4.28,90.41,98.24,921.33,88.93,5364.64,500.0,Все работают,Критическое
78.5,61.54,65.16,54.48,13.18,9851.57,45.0,Некоторые остановлены,Критическое
54.26,10.11,26.16,55.26,81.89,4204.12,86.0,Все работают,Хорошее
95.35,50.19,113.48,5.59,99.65,8499.42,998.0,Критический сервис остановлен,Критическое с риском отказа
16.11,7.6,35.72,859.37,10.58,6247.4,55.0,Все работают,Оптимальное
41.65,61.4,21.41,60.24,82.48,5997.18,108.0,Все работают,Хорошее
59.11,34.33,64.99,737.61,82.38,8687.54,75.0,Все работают,Хорошее
28.91,67.47,25.72,77.1,83.61,1957.59,172.0,Все работают,Хорошее
49.71,54.46,29.24,65.06,76.98,5794.85,140.0,Все работают,Хорошее
45.63,37.77,108.65,7.41,85.01,8149.49,165.0,Все работают,Критическое с риском отказа
32.2,43.4,41.87,719.18,79.41,8886.18,98.0,Все работают,Хорошее
46.35,57.45,40.32,625.22,52.16,371.32,130.0,Все работают,Хорошее
24.94,15.51,49.49,453.89,29.57,1784.54,93.0,Все работают,Оптимальное
0.82,0.81,22.58,908.35,32.18,5665.32,61.0,Все работают,Оптимальное
58.48,45.92,58.12,318.0,14.54,334.68,88.0,Все работают,Хорошее
8.53,9.9,47.26,90.99,6.28,8051.56,168.0,Все работают,Хорошее
24.79,1.78,43.02,259.52,5.68,7684.38,74.0,Все работают,Оптимальное
13.75,41.07,82.67,33.02,26.64,9373.52,42.0,Все работают,Критическое
31.73,53.04,64.08,67.93,81.16,8957.55,154.0,Все работают,Хорошее
29.51,7.15,20.76,103.58,41.55,185.96,88.0,Все работают,Оптимальное
5.22,11.88,33.9,345.71,67.21,315.81,70.0,Все работают,Оптимальное
13.99,46.27,58.02,74.26,71.8,8969.43,153.0,Все работают,Хорошее
7.06,29.22,39.51,759.07,39.74,1985.79,92.0,Все работают,Оптимальное
26.04,20.82,30.42,971.47,16.73,6770.59,82.0,Все работают,Оптимальное
31.63,11.06,33.73,2.62,98.25,8885.35,323.0,Все работают,Критическое с риском отказа
1.07,1.15,68.81,437.84,72.81,8020.6,152.0,Все работают,Хорошее
25.98,29.7,48.9,410.09,29.14,1543.55,49.0,Все работают,Оптимальное
16.28,45.73,48.41,75.77,83.76,8941.45,125.0,Все работают,Хорошее
19.91,31.54,45.34,130.11,69.7,3012.82,61.0,Все работают,Оптимальное
59.39,32.77,66.65,65.64,82.98,1459.93,50.0,Все работают,Хорошее
49.69,99.23,110.15,24.54,98.69,9825.45,979.0,Все работают,Критическое с риском отказа
9.17,19.1,38.88,94.6,44.22,7148.29,55.0,Все работают,Оптимальное
4.19,13.55,33.29,413.72,12.24,3280.69,56.0,Все работают,Оптимальное
78.53,98.8,25.05,77.41,31.45,8389.12,5.0,Некоторые остановлены,Критическое с риском отказа
32.91,45.24,74.9,73.08,71.17,8659.37,171.0,Все работают,Хорошее
48.92,62.78,31.52,495.31,74.6,8590.53,55.0,Все работают,Хорошее
27.31,19.85,38.45,361.61,61.53,2087.11,73.0,Все работают,Оптимальное
28.47,33.5,30.53,230.83,26.89,1185.15,39.0,Все работают,Оптимальное
47.26,53.49,77.0,51.68,58.15,8053.85,107.0,Некоторые остановлены,Критическое
